surname ,name ,Sender_account,Receiver_account,Transaction_amount,Old Balance,NewBalance,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,FraudResult,"Laundering_type,"
MABVERENGEDZE,Victoria,9039181033,6726922016,10521.67,31266.85,20745.18,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
MACHAVE,Maria,9043063747,5803127013,4267.49,4778,510.51,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
MACHEKA,Stephen,9043937507,9701189676,32605.51,424777.08,392171.58,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
MACHEZERA,Paula,9047347797,1316458123,1609.73,1996,386.27,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
MACHIHA,Sharon,9050785104,7802968210,4133.41,10849,6715.59,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Deposit-Send,"
MADAMBA,Kathryn,9061085693,60687612,925.63,24627.45,23701.82,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Group,"
MADAMOMBE,Sharon,9069885740,8352571580,6570.06,9037,2466.94,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
MADANHI,Scott,9075476848,6728490179,1393.46,100068,98674.54,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
MADARI,Christopher,9081133856,6444220418,10265.17,6295972.18,6285707.02,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
MADEDE,Linda,9085912544,7143291919,34698.76,90247.52,55548.76,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
MADHARA,Andrew,9085912544,2166563883,1376.57,54767,53390.43,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
MADHUVEKO,Christopher,9085937756,6644790956,14518.32,31064,16545.68,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
MADIMUTSA,Ryan,9093411280,6233217293,22617.38,31914,9296.62,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Group,"
MADONDO,Walter,6190217120,6209267114,5660.42,11293,5632.58,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
MADSON,Gary,9093631380,2128394383,11293.3,20212,8918.7,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Group,"
MADZARA,Stephen,9095581928,1611145524,3718.7,20793,17074.3,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
MADZEGWARA,Charles,9098323112,2121295948,2155.83,30961,28805.17,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
MADZIKANDA,Michelle,9107206798,459201377,17756.69,18024,267.31,Kwacha ,Rands,Switzerland,ZIM,Cross-border,1,"Structuring,"
MADZIMURE,Melissa,6380185082,1316458123,6369.91,20926,14556.09,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
MADZVITI,Adam,9119143782,1576773608,1085.53,10776,9690.47,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
MAEREKA,Tina,9124329020,1276357468,332.23,259361.63,259029.4,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
MAFIYOSE,Jacqueline,9125487514,9309476509,494.11,10100,9605.89,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
MAGABA,Danielle,9125822762,4976475749,429.42,46064,45634.58,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
MAGAYA,Christopher,7877782689,1726009446,10595.58,171646,161050.42,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
MAGAYA,Laura,3556481259,5019320065,3727.07,15759,12031.93,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
MAGAYA,Rebecca,9137307154,2248766608,10805.83,311117,300311.17,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
MAGAYA,Christopher,9139420948,4473064900,13126.18,52332,39205.82,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
MAGWARO,Sherry,9141887311,8202539172,9337.54,12577,3239.46,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Fan_In,"
MAGWENZI,Rachel,7877922597,351184098,4286.71,20940,16653.29,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Group,"
MAHACHI,Nicholas,9150329566,6727199748,6614.92,10418,3803.08,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
MAHACHI,Adam,9162216045,4269965579,10351.84,36371,26019.16,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
MAHAJA,Shelby,9176532232,847162240,2332.64,10660,8327.36,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Mutual,"
MAHAMBURA,Lori,9183308279,9547790405,18725.54,33107,14381.46,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Single_large,"
MAHANJANA,Sara,9183308279,3979001359,9010.35,90587,81576.65,us dollar,US dollar,ZIM,ZIM,ACH,1,"Single_large,"
Majange,Danielle,9668305279,4955401697,830.96,10974,10143.04,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
MAKAITA,Jeffery,6009668619,9958407914,3492.89,8412,4919.11,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Makuvise,TIVIRAI CASPER,1244168964,9120144005,47528.54,10946894.44,10994422.98,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Makuwatsine,KELVIN,1256968617,8405252053,24924.16,10278588.96,10303513.12,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
MAKWAKWA,Tammy,9186339166,209742673,494.64,2255.9,1761.25,Kwacha ,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Makwikwi,775609444,1291265097,8201057754,25398.06,12114105.97,12139504.03,rands,US dollar,Italy,ZIM,Cross-border,1,"Stacked Bipartite,"
Maldonado,Tammy,3711169500,8115468745,10707.6,42496,31788.4,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Maldonado,Dakota,6381030298,9553458659,16781.97,20932,4150.03,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Maminingo,KUZIWAKWASHE,1294695860,5951743151,368451.86,12169508.06,12537959.93,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Manana,DADIRAI PATRICIA,1319704443,6839247924,170006.55,12586734.42,12756740.97,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Mananga,SIMBARASHE,1351502592,9543913683,179376.39,10152415.79,10331792.18,Pula,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Manangwa,OBRIEL,1358482520,1939681909,80451.95,10119580.71,10200032.66,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Mandangu,Benjamin,1364111403,434351836,129805.72,10333180.57,10462986.29,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Mandava,FADZAI,1365245330,6985374793,82978.19,10303445.37,10386423.56,us dollar,rands,ZIM,ZIM,ACH,1,"Structuring,"
Mandengu,TALENT SIMBARASHE,1378784400,6533060638,18670.83,10608293.93,10626964.76,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
MANDEYA,James,3979625953,390237565,2239.6,89962.96,87723.36,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Mandeya,CHIKE LIVETH,1378784400,7897279705,141250,11583127.51,11724377.51,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
MANDIKUWAZA,Allen,5248724846,2342891122,2833.19,20252,17418.81,us dollar,pula,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Mandimika,SANDRA WADZANAI,1378784400,7780773895,66061.91,9948027.63,10014089.54,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Mandinde,RUTH,1378784400,9278521151,265205.93,11836979.94,12102185.87,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Mandinema,SAMSON,1378784400,7780773895,156376.76,12000000,12146330.2,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Mandishona,PRECIOUS TIKAMBENJI,1378784400,7780773895,416687.41,13400000,13830982.1,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Mandivamba,AMPTON,1378784400,8430883282,285521.19,13800000,14116503.29,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Mandundu,CHIYEDZA BEAUTY,1378784400,8430883282,122485.27,14100000,14238988.56,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Mangere,ONISMO,1382513766,6444220418,329563.31,14700000,15007422.4,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Mangisi,Romeo Takura,1391897700,4180682278,95097.54,15000000,15102519.95,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Mangota,MICHELLE,1405792399,5109623450,102146.69,15300000,15373907.48,us dollar,pula,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Mangundya (or Mangundhla),TADIWANASHE PROVIDENCE,1416418992,4010291811,44942.03,15600000,15636568.77,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Deposit-Send,"
Mangwanya,GINA,1423078109,2194097010,122520.47,15900000,16003281.11,Rands,US dollar,UAE,ZIM,Cross-border,1,"Cycle,"
Mangwende,Gregory,9674437188,7772352930,3611.72,3708.6,96.88,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
MANGWIRO ,Edward,14539122,6953672776,263047.79,12236901.45,12499949.24,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Manungo,TENDAI,1429354049,4702471426,60169.72,17300000,17389853.5,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Manyame,JOYLEEN KUDZAI,1445991735,8941775586,174987.4,17400000,17564840.9,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Manyani,FAITH,1448960940,2939719836,410984.07,17700000,18063438.43,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Manyanya,MAXWELL,1457356634,6644790956,168792.95,18600000,18728849.49,us dollar,US dollar,South Africa,ZIM,ACH,1,"Structuring,"
Manyaro,TAKUDZWA PRINCE,1464968036,2987279234,183992.53,19200000,19424256.96,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Manyemba,RUVIMBO MITCHELL,1470504995,3347268325,116417.45,19400000,19540674.41,us dollar,US dollar,South Africa,ZIM,Credit card,0,"Normal_Group,"
Manyonganise,STANLEY,1491989064,2482957386,30937.58,10849973.49,10880911.07,pula,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Manyuchi,Natasha,9678311627,4604350890,10434.65,11855,1420.35,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Mapako,TAKUDZWA WALTER,1508806123,2704308984,26282.33,50256,23973.67,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Mapanzure,TAPIWANASHE COLLETT,1509134836,1665774528,2181.96,30483,28301.04,Naira,US dollar,India,ZIM,Cross-border,1,"Structuring,"
Mapara,THEMBELANI,1526266472,4821876453,186.29,5025,4838.71,us dollar,kwacha,ZIM,zim,Cross-border,0,"Normal_Small_Fan_Out,"
MAPARURA,Brandy,5987662725,8055925195,7590.75,20780,13189.25,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Mapemba,IRVINE,1539736480,5907668433,3842.07,11917,8074.93,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Mapendere,TRISH,1552291084,1757764863,4531.55,20125,15593.45,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Mapereke,TANAKA PAMELA,1556295331,7224775711,2390.37,11547,9156.63,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Mapeta,VIMBAINASHE,1573450167,6953672776,5209.8,20801,15591.2,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Mapeza,NATALIE,1584692715,6890773508,13048.61,21308,8259.39,us dollar,Rands,ZIM,ZIM,ACH,1,"Structuring,"
Mapfudza,TAFADZWA LEAH ANITA,1587046893,9021009219,3581.37,21308,17726.63,US dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Maposa,David,1652103580,9958407914,443.12,678,234.88,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Mapunga,Adam,1661948571,139169477,2538.56,5712,3173.44,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Single_large,"
Mapungu (also Western Shona/Kalanga and Venda),Sharon,1666395444,1605417704,4195.62,9088,4892.38,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Mapungwana (also commonly Venda),Barbara,1666395444,204932846,3098.49,6981,3882.51,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Mapurisana,Megan,1666395444,6451597060,10541.98,12332,1790.02,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Mapuvire,Christie,1666621360,6644790956,23998.58,50496,26497.42,Rands,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Maramba,Alicia,1681811645,4157322207,7753.52,14253,6499.48,Pula,US dollar,Turkey,ZIM,Cross-border,1,"Layered_Fan_In,"
Maramura,Jennifer,1698069732,9750629371,10719.83,18486,7766.17,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Maranda,Morgan,1710329832,8172080174,645.4,35632,34986.6,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Marandure,Gary,1713426884,956337257,8426.83,843931.39,835504.56,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Maranga,Cheryl,1724782685,2505275986,691.16,20532,19840.84,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Marata,Lance,1725504867,2058371508,6128.41,91737.45,85609.04,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Maraura,Roberta,1730350525,4336977506,1382.4,8684,7301.6,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Maravanyika,Elizabeth,1738940565,409707192,7590.6,21212,13621.4,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Marecha,Kaitlyn,1754308893,2653244195,6635.39,110397,103761.61,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Marechera,Amber,1763632302,9543913683,22928.31,50256,27327.69,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Maregere,Kyle,1763882389,796867886,3740.41,21367,17626.59,us dollar,US dollar,ZIM,ZIM,ACH,1,"Bipartite,"
Marengenya,John,1763882389,3635240194,2808.11,20927,18118.89,us dollar,US dollar,USA,ZIM,ACH,1,"Bipartite,"
Marengu,Christian,1763882389,2174002503,2568.11,16543,13974.89,Rands,US dollar,ZIM,ZIM,ACH,1,"Bipartite,"
Marengwa,Martin,1769527701,4308380343,2059.07,9234,7174.93,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Maridadi,Jessica,1792169085,2678131952,2057.7,2625,567.3,us dollar,kwacha,ZIM,zim,Cross-border,1,"Deposit-Send,"
Mariga,Samuel,1805171806,1465487567,5370.51,11533,6162.49,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Mariga,Ryan,9678311627,4604350890,186.33,11411,11224.67,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Marima,Shannon,1813079910,8673365646,7890.99,30986,23095.01,us dollar,US dollar,ZIM,ZIM,Cross-border,1,"Deposit-Send,"
Marimira,Matthew,1813079910,7417137272,13343.04,80454.69,67111.65,us dollar,kwacha,ZIM,zim,Cross-border,1,"Deposit-Send,"
MARINGI,Dylan,7155736136,1316458123,2098.38,20920,18821.62,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Maromo,Michelle,1819824199,3302760648,3186.6,690444.99,687258.39,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Marongwe,Crystal,1830078831,7160736915,9819.98,10958,1138.02,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Maroveke,Jason,1858089957,4525762763,34.51,255,220.49,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Marsh,FORTUNATE,660217139,2058371508,2038.91,13200000,13220629.26,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_In,"
Marsh,Jacqueline,4310198050,5920895832,9145.53,22494,13348.47,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
Marsh,Wayne,7190719389,6123421761,21454.54,21589,134.46,Naira,US dollar,Nigeria,ZIM,Cross-border,1,"Structuring,"
Marshall,William,4012580902,3365945313,6701.1,105415.71,98714.61,Rands,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Marshall,Stephen,7155736136,1316458123,9284.59,11163,1878.41,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Martin,TINOTENDAISHE EUNICE,524887805,4783616175,39478.73,10428267.12,10467745.85,Rands,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_Out,"
Martin,PRINCE TAFADZWA,988008298,2412223098,161724.97,10025258.55,10186983.52,us dollar,US dollar,ZIM,ZIM,ACH,1,"Scatter-Gather,"
Martin,Scott,3168051873,5677353991,4401.63,10634,6232.37,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Martin,Kimberly,3591030456,947838216,230.13,49949,49718.87,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
Martin,Monique,3895306575,4810948357,453.25,34032,33578.75,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Martin,Scott,6380185082,1316458123,16069.96,21237,5167.04,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Martin,Scott,9586816158,1708796825,15481.47,23264,7782.53,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Martinez,TINASHE,1004291387,7984283097,28515.79,11808184,11836699.8,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
Martinez,Nathan,2797271466,4528663768,2273.35,7918.79,5645.44,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Martinez,Tamara,5126390175,8518184956,9051.08,10762,1710.92,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Martinez,Dwayne,6381030298,9553458659,12626.67,21381,8754.33,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Martinez,Rick,8250843541,199988062,7508.31,10859,3350.69,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Marufu,Megan,1858089957,2831998808,4170.17,246822.28,242652.12,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Marukutira,Laura,1858089957,2933863256,16492.75,20926,4433.25,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Maruma,Alicia,1860351715,6123421761,2633.87,19468.51,16834.64,Naira,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Marumbi,David,1877205049,2016944900,5055.94,30295,25239.06,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Maruni,Jeffrey,1888233271,7856837871,5258.29,31756,26497.71,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Marunza,Julia,1890296485,434351836,978.26,12635,11656.74,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Maruta,Daniel,1910394034,7485850074,8602.3,21393,12790.7,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Marwa,Amanda,1915450576,4701651456,2018.64,2023.23,4.58,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
MARWIZI,Kimberly,9227078657,6833938792,3525.71,9559,6033.29,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Gather-Scatter,"
Masaka,Kristen,1915450576,5510366236,4522.66,765296,760773.34,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
MASAMA,Jonathan,3885905606,5580131854,3285.1,66247,62961.9,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Behavioural_Change_1,"
Masamvu,Daniel,1915450576,2088570270,3787.43,1562249.83,1558462.41,us dollar,US dollar,Botswana,ZIM,Credit card,0,"Normal_Fan_Out,"
Masango,Rutendo Ella Charlene,1915450576,5162401694,21897.3,3961982.51,3940085.21,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Masaraure,PANASHE COLE,1915450576,9424448642,426.96,75389,74962.04,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
MASARIREVU,Ann,5874519393,2248766608,4786.64,21114,16327.36,Rands,US dollar,UAE,ZIM,Cross-border,1,"Structuring,"
MASHANA,Meredith,7627772980,7027554803,10140.78,23358,13217.22,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Mashanga (or Mahlanga in spoken Karanga-Ndau),TALENT,1935297468,2714320850,1794.61,10537,8742.39,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Mashange,RUTENDO,1968816394,6890773508,2195.63,9320,7124.37,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Mashavave,GRACIOUS R,1990721854,6100147737,3912.71,31222,27309.29,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Mashiri,NENYASHA BRITNEY,1992777224,303044546,496.83,79923,79426.17,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Mashiringwani,VIMBIKAI WAYNE,2004133484,3079818547,2359.6,5056,2696.4,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Mashozhera,MUNYARADZI,2004133484,3079818547,2452.97,11100,8647.03,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
MASHUMBA,Daniel,7385355795,115683040,6638.89,19863,13224.11,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
MASHURO,Terri,6469485685,4143453021,12465.78,24514,12048.22,Rands,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Masike,HERBERT,2030723964,1368077168,7202.42,20294,13091.58,Rands,US dollar,India,ZIM,Cross-border,0,"Normal_Fan_In,"
Masiya,NASHLINE RUVIMBO,2035207635,106609762,3008.12,250393,247384.88,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Masiyaharwa,TAKUDZWA EMMANUEL,2045644966,621060264,4566.1,39691,35124.9,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Masomere,CLARENCE,2056215656,4183747352,6605.53,22422,15816.47,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Massey,Nathan,3658714253,5297691,2441.06,6035,3593.94,us dollar,US dollar,Botswana,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Massey,Nathan,4346395450,9405222951,2274.92,77130.4,74855.48,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Masuko,BRENTON ISHEANESU,2058693095,2001216089,6027.22,277100,271072.78,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Masundire,MUSA,2075545195,2818523910,14675.89,21355,6679.11,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_In,"
Masvanhise,IVY,2075545195,4851883208,2987.68,4558,1570.32,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_In,"
Masvaya,TAFADZWA NATHAN,2081479084,9543913683,53442.1,107075,53632.9,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Maswera,NOLEEN,2090244022,9369763023,4162.83,20336,16173.17,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
Mataga,PANASHE SHERRIELLI,2090244022,2286679717,4572.58,51035,46462.42,us dollar,US dollar,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Mataire,NYASHADZASHE GRACE,2090244022,390237565,7503.92,62223,54719.08,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Matamisa,TENDAI,2090244022,5869654043,1684.79,42560,40875.21,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
Matanga,DAVID GERI,2090244022,4346395450,6887.71,114040,107152.29,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Matangaidze,SIMBARASHE BRENDAN,2101103369,753422089,6170.84,67119,60948.16,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Matange,ADDWELL,2131820112,7841784544,4099.91,21262,17162.09,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Matangira,SHAMMAH,2135597740,9958407914,12942.62,21448,8505.38,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Fan_In,"
Matapure,BRENNIE,2148599643,746187003,5648.48,12264,6615.52,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Matare,CHIYEDZA HAZEL,2161928970,6890773508,524.59,20601,20076.41,Kwacha ,US dollar,Switzerland,ZIM,Cross-border,1,"Structuring,"
Matari,TINASHE,2166563883,1982494436,12687.47,20388,7700.53,us dollar,US dollar,ZIM,ZIM,Cross-border,1,"Deposit-Send,"
Mataruka,SHARON,2173103945,6953672776,7120.61,30766,23645.39,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Mataruse,MERCY,2173103945,6953672776,9169.25,9965,795.75,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Matarutse,TARIRO,2176135093,4723035903,12219.23,14469,2249.77,Kwacha ,US dollar,Switzerland,zim,Cross-border,1,"Structuring,"
Mataure,HILDA,2185766681,3069219077,2434.9,5242,2807.1,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Matawa,CATHRINE TAFADZWA,2185766681,3069219077,10376.45,25335,14958.55,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Matende,KIMBERLEY TADIWANASHE,2185766681,3069219077,4789.52,31295,26505.48,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
MATENGAMBIRI,Bridget,9586816158,1708796825,7150.98,52152,45001.02,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
